6.621621621621621712e-01,6.756756756756757132e-03,0.000000000000000000e+00,6.756756756756757132e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.756756756756757132e-02,5.405405405405405705e-02,0.000000000000000000e+00,6.756756756756757132e-03,1.418918918918918859e-01,5.405405405405405705e-02
2.702702702702702853e-02,8.716216216216216006e-01,2.027027027027027140e-02,6.756756756756757132e-03,6.756756756756757132e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.702702702702702853e-02,1.351351351351351426e-02,1.351351351351351426e-02,1.351351351351351426e-02
1.351351351351351426e-02,2.027027027027027140e-02,8.648648648648649129e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.351351351351351426e-02,6.756756756756757132e-03,6.756756756756757132e-03,2.027027027027027140e-02,1.351351351351351426e-02,6.756756756756757132e-03,3.378378378378378566e-02
0.000000000000000000e+00,0.000000000000000000e+00,4.054054054054054279e-02,6.959459459459459429e-01,3.378378378378378566e-02,3.378378378378378566e-02,1.351351351351351426e-02,1.351351351351351426e-02,0.000000000000000000e+00,1.081081081081081141e-01,1.351351351351351426e-02,4.729729729729729992e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.567567567567567988e-01,1.689189189189189144e-01,6.756756756756757132e-03,6.756756756756757132e-03,4.729729729729729992e-02,1.351351351351351426e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.756756756756757132e-03,0.000000000000000000e+00,1.081081081081081141e-01,7.567567567567567988e-01,1.351351351351351426e-02,6.756756756756757132e-03,6.756756756756757132e-03,9.459459459459459985e-02,0.000000000000000000e+00,6.756756756756757132e-03
8.783783783783784271e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.351351351351351426e-02,4.054054054054054279e-02,0.000000000000000000e+00,5.675675675675675436e-01,1.148648648648648712e-01,0.000000000000000000e+00,1.351351351351351426e-02,3.378378378378378566e-02,1.283783783783783716e-01
1.621621621621621712e-01,6.756756756756757132e-03,6.756756756756757132e-03,2.702702702702702853e-02,6.756756756756757132e-03,6.756756756756757132e-03,8.783783783783784271e-02,4.324324324324324564e-01,2.027027027027027140e-02,2.702702702702702853e-02,1.621621621621621712e-01,5.405405405405405705e-02
0.000000000000000000e+00,8.108108108108108558e-02,1.756756756756756854e-01,0.000000000000000000e+00,6.756756756756757132e-03,6.756756756756757132e-03,0.000000000000000000e+00,6.756756756756757132e-03,6.081081081081081141e-01,7.432432432432432845e-02,0.000000000000000000e+00,4.054054054054054279e-02
1.351351351351351426e-02,0.000000000000000000e+00,1.351351351351351426e-02,8.783783783783784271e-02,0.000000000000000000e+00,6.756756756756757132e-03,2.702702702702702853e-02,0.000000000000000000e+00,1.351351351351351426e-02,8.108108108108108558e-01,0.000000000000000000e+00,2.702702702702702853e-02
3.378378378378378566e-02,6.756756756756757132e-03,0.000000000000000000e+00,7.432432432432432845e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.081081081081081419e-02,5.405405405405405705e-02,1.351351351351351426e-02,2.027027027027027140e-02,7.027027027027027417e-01,3.378378378378378566e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.401360544217687382e-02,2.040816326530612082e-02,6.802721088435373896e-03,3.401360544217687382e-02,4.761904761904761640e-02,1.360544217687074779e-02,2.040816326530612082e-02,5.442176870748299117e-02,7.687074829931972442e-01
