7.567567567567567988e-01,4.054054054054054279e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.702702702702702853e-02,7.432432432432432845e-02,2.702702702702702853e-02,6.756756756756757132e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.756756756756757132e-03,0.000000000000000000e+00
3.378378378378378566e-02,9.121621621621621712e-01,6.756756756756757132e-03,0.000000000000000000e+00,6.756756756756757132e-03,6.756756756756757132e-03,0.000000000000000000e+00,6.756756756756757132e-03,2.027027027027027140e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.756756756756757132e-03
0.000000000000000000e+00,6.802721088435373896e-03,6.870748299319727748e-01,2.312925170068027281e-01,0.000000000000000000e+00,6.802721088435373896e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.802721088435373896e-03,1.360544217687074779e-02,1.360544217687074779e-02,3.401360544217687382e-02
0.000000000000000000e+00,0.000000000000000000e+00,2.635135135135134865e-01,6.959459459459459429e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.378378378378378566e-02,0.000000000000000000e+00,6.756756756756757132e-03,0.000000000000000000e+00
3.378378378378378566e-02,1.351351351351351426e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.824324324324324564e-01,8.108108108108108558e-02,7.432432432432432845e-02,8.783783783783784271e-02,6.756756756756757132e-03,6.756756756756757132e-03,1.351351351351351426e-02,0.000000000000000000e+00
7.432432432432432845e-02,1.351351351351351426e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.621621621621621712e-01,5.540540540540540571e-01,6.081081081081081419e-02,1.148648648648648712e-01,6.756756756756757132e-03,0.000000000000000000e+00,6.756756756756757132e-03,6.756756756756757132e-03
7.432432432432432845e-02,2.027027027027027140e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.729729729729729992e-02,7.432432432432432845e-02,6.689189189189189699e-01,1.013513513513513570e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.756756756756757132e-03,6.756756756756757132e-03
4.054054054054054279e-02,1.351351351351351426e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.554054054054054002e-01,4.729729729729729992e-02,1.283783783783783716e-01,5.675675675675675436e-01,6.756756756756757132e-03,0.000000000000000000e+00,2.702702702702702853e-02,1.351351351351351426e-02
0.000000000000000000e+00,6.756756756756757132e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.229729729729730270e-01,2.702702702702702853e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.849315068493150305e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.369863013698630061e-02,0.000000000000000000e+00,6.849315068493150305e-03,6.849315068493150305e-03,2.739726027397260122e-01,6.917808219178082085e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.756756756756757132e-03,1.351351351351351426e-02,0.000000000000000000e+00,6.756756756756757132e-03,6.756756756756757132e-03,6.756756756756757132e-03,0.000000000000000000e+00,6.959459459459459429e-01,2.635135135135134865e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.351351351351351426e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.554054054054054002e-01,8.310810810810810301e-01
